H001AU12	2442207150019764521
H001CU12	2442207180020109821
H001CU13	2442207160019915621
H001CU15	2442207180020047621
H001CU17	2442207160019956221
H001CU20	2442207160019891421
H001CU21	2442207160019927321
H001FiU21	2442207150019802721
H001FiU23	2442207180020045221
H001FiU24	2442207150019819421
H001FiU25	2442207180020129121
H001FiU29	2442207180020129021
H001FiU38	2442207150019826821
H001FiU39	2442207160019961021
H001FiU41	2442207150019778821
H001FöU4	2442207180020045121
H001FöU6	2442207180020093121
H001FöU7	2442207160019927421
H001FöU9	2442207160019886921
H001JuU17	2442207180020073921
H001JuU19	2442207160019899321
H001JuU21	2442207150019848521
H001JuU22	2442207150019855621
H001JuU23	2442207150019788321
H001JuU24	2442207160019893821
H001JuU25	2442207150019865121
H001KU14	2442207180020172221
H001KU15	2442207180020160421
H001KU17	2442207160020021121
H001KU18	2442207180020033821
H001KU19	2442207180019971321
H001KU20	2442207150019800321
H001KU21	2442207150019747521
H001KU22	2442207180020006821
H001KU23	2442207160019908221
H001KU24	2442207160019901121
H001KU26	2442207150019793121
H001KU4	2442207180019973421
H001KrU4	2442207150019803021
H001KrU7	2442207160019899221
H001KrU8	2442207160019901321
H001MJU12	2442207180020033921
H001MJU13	2442207180019971221
H001MJU15	2442207180020016721
H001MJU16	2442207160020020921
H001NU12	2442207160019989821
H001NU13	2442207180020011821
H001NU16	2442207160019963721
H001NU20	2442207160020016221
H001NU21	2442207150019776321
H001NU22	2442207150019807321
H001SfU12	2442207150019862521
H001SfU14	2442207150019766721
H001SfU9	2442207150019814621
H001SkU19	2442207180020155721
H001SkU21	2442207180019978121
H001SkU27	2442207160019898621
H001SkU32	2442207160019925021
H001SkU33	2442207180020045021
H001SoU15	2442207180020050021
H001SoU16	2442207180020078821
H001SoU24	2442207160019924921
H001SoU27	2442207150019788421
H001SoU28	2442207150019793321
H001TU10	2442207160019992221
H001TU13	2442207180020119321
H001UFöU3	2442207150019869721
H001UFöU4	2442207150019781021
H001UU17	2442207160019963321
H001UU18	2442207160019894121
H001UbU13	2442207160019920521
H001UbU16	2442207160019975521
H001UbU6	2442207180020033621
H001UbU8	2442207180020143421
H010276	2442207180020090921
H010294	2442207180020102721
H010296	2442207180020042721
H010302	2442207180020165021
H010306	2442207180020114621
H010310	2442207180020162521
H010318	2442207180020054721
H010321	2442207180020034021
H010325	2442207180020100321
H010327	2442207180020035521
H010330	2442207180020165121
H010331	2442207180020059421
H010332	2442207180020090721
H010334	2442207180020037821
H010336	2442207180020054621
H010337	2442207180020057521
H010339	2442207180020078521
H010342	2442207180020088221
H010343	2442207180020013921
H010349	2442207180020028221
H010350	2442207180020064221
H010351	2442207180020028421
H010352	2442207160019892521
H010357	2442207160019870321
H010358	2442207180020083321
H010362	2442207180020080921
H010372	2442207180019965921
H010375	2442207180020016321
H010376	2442207160019906221
H010379	2442207160019872821
H010386	2442207160019875321
H010388	2442207160019922621
H010392	2442207150019881721
H010393	2442207150019874721
H010401	2442207150019857921
H010402	2442207160019951321
H010404	2442207160019891521
H010409	2442207160019932321
H010417	2442207160019865421
H010419	2442207150019795821
H010423	2442207150019698021
H010430	2442207150019812421
H010434	2442207150019738021
H010435	2442207150019821921
H010441	2442207150019772221
H010443	2442207150019857821
H010446	2442207150019771421
H010448	2442207150019785721
H010449	2442207150019718921
H010455	2442207150019680621
H010456	2442207150019721421
H010457	2442207150019682921
H010459	2442207150019790521
H010462	2442207150019723721
H010463	2442207150019709521
H010466	2442207150019695021
H010467	2442207150019730821
H010472	2442207150019709621
H010473	2442207150019695121
H010479	2442207150019719021
H010480	2442207150019721621
H010481	2442207150019704521
H0C120130411sf	2442207180020069121
H0C120130425fs	2442207160020011321
H0C120130502fs	2442207160019944421
H0C120130516fs	2442207160019898821
H0C120130523sf	2442207160019875421
H0C120130530fs	2442207150019860221
H0C120130613fs	2442207150019817121
H101CU11	2442207120019267521
H101CU12	2442207120019250821
H101CU14	2442207120019291521
H101CU17	2442207110019056221
H101CU19	2442207110019166521
H101CU23	2442207090018917221
H101CU24	2442207110019029721
H101CU25	2442207080018919321
H101CU29	2442207080018799621
H101CU30	2442207080018785521
H101CU32	2442207080018681721
H101CU33	2442207070018511621
H101CU34	2442207070018523421
H101CU35	2442207070018552321
H101CU36	2442207080018806721
H101CU8	2442207120019284421
H101FiU14	2442207080018912221
H101FiU18	2442207080018698821
H101FiU19	2442207070018403621
H101FiU21	2442207080018616921
H101FiU22	2442207090018936621
H101FiU23	2442207080018878621
H101FiU31	2442207080018713321
H101FiU33	2442207070018422721
H101FiU34	2442207080018619321
H101FiU37	2442207080018708121
H101FöU11	2442207080018638521
H101FöU3	2442207140019627521
H101FöU5	2442207120019181021
H101FöU6	2442207120019289021
H101FöU7	2442207120019253421
H101FöU9	2442207110019075321
H101JuU11	2442207090018900321
H101JuU12	2442207090018952921
H101JuU13	2442207140019656221
H101JuU16	2442207110019063421
H101JuU17	2442207110019111621
H101JuU19	2442207110019123521
H101JuU20	2442207080018909821
H101JuU24	2442207080018780421
H101JuU25	2442207080018780521
H101JuU27	2442207080018785121
H101JuU29	2442207080018768221
H101JuU3	2442207140019653721
H101JuU31	2442207090018941121
H101JuU32	2442207070018427521
H101JuU35	2442207080018597921
H101JuU36	2442207070018470521
H101JuU38	2442207080018759021
H101JuU39	2442207080018688921
H101JuU4	2442207140019550721
H101JuU41	2442207080018636121
H101KU1	2442207130019461721
H101KU10	2442207120019270221
H101KU11	2442207120019310521
H101KU12	2442207120019191221
H101KU14	2442207080018904921
H101KU16	2442207110019039621
H101KU17	2442207080018895421
H101KU2	2442207140019658521
H101KU20	2442207080018612221
H101KU21	2442207070018552521
H101KU22	2442207110019022521
H101KU23	2442207110019053821
H101KU24	2442207110018991421
H101KU25	2442207080018830621
H101KU26	2442207080018847321
H101KU27	2442207080018856921
H101KU30	2442207120019109421
H101KU33	2442207080018761321
H101KU34	2442207070018540521
H101KU35	2442207110019130821
H101KU41	2442207080018677421
H101KU46	2442207070018547921
H101KU5	2442207120019253921
H101KU9	2442207130019341921
H101KrU10	2442207070018548121
H101KrU4	2442207130019418521
H101MJU10	2442207110019003421
H101MJU16	2442207090018931721
H101MJU19	2442207090018890821
H101MJU26	2442207070018480421
H101MJU27	2442207070018547321
H101MJU28	2442207070018544921
H101NU13	2442207110019087621
H101NU15	2442207080018940921
H101NU16	2442207080018895521
H101NU19	2442207080018787621
H101NU21	2442207080018674721
H101NU28	2442207120019253521
H101NU4	2442207140019639421
H101NU8	2442207130019413821
H101SfU10	2442207080018689021
H101SfU14	2442207080018864421
H101SfU15	2442207080018737121
H101SfU17	2442207080018681921
H101SfU20	2442207070018578621
H101SfU21	2442207080018701021
H101SfU3	2442207130019514821
H101SfU4	2442207130019469321
H101SfU7	2442207120019164421
H101SkU11	2442207130019447721
H101SkU13	2442207130019411521
H101SkU14	2442207130019464121
H101SkU18	2442207120019138021
H101SkU2	2442207140019699321
H101SkU22	2442207120019168921
H101SkU23	2442207120019303421
H101SkU24	2442207110018993921
H101SkU28	2442207080018763421
H101SkU34	2442207080018804221
H101SkU5	2442207130019524221
H101SkU9	2442207130019395321
H101SoU13	2442207090018919721
H101SoU15	2442207110019164121
H101SoU2	2442207130019385121
H101SoU24	2442207070018569221
H101SoU27	2442207080018693721
H101SoU8	2442207120019204921
H101TU10	2442207110019111721
H101TU12	2442207110019046921
H101TU13	2442207080018679421
H101TU18	2442207070018511521
H101TU7	2442207120019142621
H101TU9	2442207110019049021
H101UU1	2442207130019421221
H101UU16	2442207080018916921
H101UU18	2442207080018640921
H101UU25	2442207080018633821
H101UU8	2442207080018641021
H101UU9	2442207080018720321
H101UbU11	2442207110019042021
H101UbU13	2442207120019262521
H101UbU17	2442207080018703921
H101UbU18	2442207080018710721
H101UbU19	2442207080018691321
H101UbU2	2442207130019416221
H101UbU3	2442207140019692221
H101UbU4	2442207140019617821
H101UbU5	2442207140019656121
H101UbU7	2442207130019545821
H101UbU8	2442207130019560121
H110102	2442207120019346821
H110105	2442207130019469521
H110107	2442207130019507821
H110110	2442207130019524421
H110112	2442207130019495421
H110114	2442207130019483921
H110119	2442207130019509921
H110129	2442207130019395121
H110131	2442207130019378121
H110134	2442207120019348921
H110135	2442207120019346521
H110138	2442207120019332121
H110139	2442207130019504921
H110143	2442207130019356321
H110145	2442207130019351521
H110147	2442207130019339821
H110151	2442207130019437821
H110153	2442207120019337121
H110156	2442207120019353821
H110158	2442207130019449721
H110159	2442207130019478621
H110161	2442207130019502521
H110163	2442207120019375421
H110164	2442207120019351321
H110165	2442207120019327421
H110166	2442207120019353721
H110175	2442207120019339421
H110178	2442207130019370621
H11018	2442207140019544121
H110181	2442207130019447421
H110183	2442207120019334521
H110185	2442207120019349021
H110186	2442207130019356421
H110187	2442207130019452121
H110189	2442207120019327621
H110191	2442207120019327721
H110192	2442207130019351621
H110199	2442207120019274721
H110201	2442207120019327521
H110203	2442207120019251121
H11021	2442207130019588921
H11022	2442207140019596121
H110226	2442207110019056321
H110232	2442207110018984521
H110233	2442207120019140821
H110234	2442207120019279421
H110235	2442207120019284121
H110236	2442207120019238521
H110237	2442207120019274621
H110243	2442207120019277021
H110246	2442207120019281721
H110248	2442207120019240921
H110249	2442207110019008121
H110250	2442207120019202821
H110255	2442207120019219421
H110256	2442207120019231421
H110260	2442207080018821321
H110266	2442207120019185821
H110269	2442207120019229021
H110275	2442207120019215021
H110276	2442207120019140921
H110278	2442207120019193221
H110280	2442207120019152321
H110281	2442207120019202621
H110287	2442207120019140721
H110288	2442207110018979721
H110289	2442207120019190721
H11029	2442207140019579721
H110292	2442207120019161821
H110293	2442207120019202721
H110294	2442207120019150021
H110295	2442207120019128421
H110301	2442207120019176121
H110302	2442207080018885921
H110304	2442207120019173721
H110308	2442207080018943521
H110310	2442207110019101721
H110313	2442207110019065921
H110315	2442207080018921821
