person	riksdagid	pob
http://www.wikidata.org/entity/Q18237283	0778725756419	
http://www.wikidata.org/entity/Q18238692	0316505710324	http://www.wikidata.org/entity/Q10405289
http://www.wikidata.org/entity/Q18242665	0628870165823	http://www.wikidata.org/entity/Q26943
http://www.wikidata.org/entity/Q18243244	0198917587520	http://www.wikidata.org/entity/Q10515876
http://www.wikidata.org/entity/Q18245374	07012286624	http://www.wikidata.org/entity/Q3616
http://www.wikidata.org/entity/Q18245930	0150118366721	http://www.wikidata.org/entity/Q10542837
http://www.wikidata.org/entity/Q18451082	0509830681123	http://www.wikidata.org/entity/Q10595657
http://www.wikidata.org/entity/Q19976974	0210444373111	http://www.wikidata.org/entity/Q10577840
http://www.wikidata.org/entity/Q19977216	07351347121	http://www.wikidata.org/entity/Q10512441
http://www.wikidata.org/entity/Q21544232	0816380242014	
http://www.wikidata.org/entity/Q21561342	0112524608217	
http://www.wikidata.org/entity/Q21567760	0771794334400	
http://www.wikidata.org/entity/Q21567799	0326516425507	http://www.wikidata.org/entity/Q54764
http://www.wikidata.org/entity/Q21567799	0326516425507	http://www.wikidata.org/entity/Q10699056
http://www.wikidata.org/entity/Q21578753	0397940298012	
http://www.wikidata.org/entity/Q21578771	0489579494909	
http://www.wikidata.org/entity/Q21578777	0992473266516	http://www.wikidata.org/entity/Q114456563
http://www.wikidata.org/entity/Q21694214	0232236105111	http://www.wikidata.org/entity/Q79
http://www.wikidata.org/entity/Q21694243	0898090064906	http://www.wikidata.org/entity/Q10712386
http://www.wikidata.org/entity/Q21717744	0466882162014	
http://www.wikidata.org/entity/Q21731260	0531874147598	
http://www.wikidata.org/entity/Q21821412	0574555227504	http://www.wikidata.org/entity/Q10467695
http://www.wikidata.org/entity/Q23916255	062367962120	http://www.wikidata.org/entity/Q10602963
http://www.wikidata.org/entity/Q24018140	0888807074321	http://www.wikidata.org/entity/Q10710237
http://www.wikidata.org/entity/Q27299991	0642224351118	http://www.wikidata.org/entity/Q18335247
http://www.wikidata.org/entity/Q28125320	0231923542904	
http://www.wikidata.org/entity/Q30000205	0764949934324	http://www.wikidata.org/entity/Q10714734
http://www.wikidata.org/entity/Q30000308	0230805519613	
http://www.wikidata.org/entity/Q30000515	0394430340317	
http://www.wikidata.org/entity/Q42712344	019430605328	http://www.wikidata.org/entity/Q10576131
http://www.wikidata.org/entity/Q50353159	0598053101129	
http://www.wikidata.org/entity/Q50353165	0923797859612	
http://www.wikidata.org/entity/Q56706633	0376395541120	http://www.wikidata.org/entity/Q10718570
http://www.wikidata.org/entity/Q57168729	0899169869710	http://www.wikidata.org/entity/Q10727562
http://www.wikidata.org/entity/Q57168842	0926214745119	http://www.wikidata.org/entity/Q10689124
http://www.wikidata.org/entity/Q57232743	0409763768311	
http://www.wikidata.org/entity/Q59418273	0228167770927	http://www.wikidata.org/entity/Q10687913
http://www.wikidata.org/entity/Q62287028	0358278412329	
http://www.wikidata.org/entity/Q64898527	0100689229625	
http://www.wikidata.org/entity/Q66733203	0119766779312	
http://www.wikidata.org/entity/Q70586981	0810852280213	http://www.wikidata.org/entity/Q10718228
http://www.wikidata.org/entity/Q70611350	0272006117024	http://www.wikidata.org/entity/Q10670051
http://www.wikidata.org/entity/Q70621742	0364687971222	http://www.wikidata.org/entity/Q3616
http://www.wikidata.org/entity/Q70731884	0853831481615	http://www.wikidata.org/entity/Q10717378
http://www.wikidata.org/entity/Q70906950	0331791853028	http://www.wikidata.org/entity/Q10621388
http://www.wikidata.org/entity/Q71133291	0148424181819	http://www.wikidata.org/entity/Q10700419
http://www.wikidata.org/entity/Q71545861	0281670919717	http://www.wikidata.org/entity/Q10498247
http://www.wikidata.org/entity/Q75461145	0749416304126	
http://www.wikidata.org/entity/Q96678365	0316870450511	
http://www.wikidata.org/entity/Q52922	0622185335615	http://www.wikidata.org/entity/Q34
http://www.wikidata.org/entity/Q52922	0622185335615	http://www.wikidata.org/entity/Q26521
http://www.wikidata.org/entity/Q206619	0153923606405	http://www.wikidata.org/entity/Q10512441
http://www.wikidata.org/entity/Q231413	0806338394516	http://www.wikidata.org/entity/Q1001154
http://www.wikidata.org/entity/Q237522	0740457070816	http://www.wikidata.org/entity/Q616561
http://www.wikidata.org/entity/Q241851	0802373156815	http://www.wikidata.org/entity/Q3854
http://www.wikidata.org/entity/Q269859	0802546764724	http://www.wikidata.org/entity/Q10411236
http://www.wikidata.org/entity/Q271230	0951854268017	http://www.wikidata.org/entity/Q10660414
http://www.wikidata.org/entity/Q316519	0204145974808	http://www.wikidata.org/entity/Q103217
http://www.wikidata.org/entity/Q432059	0745594497101	http://www.wikidata.org/entity/Q10551463
http://www.wikidata.org/entity/Q438397	0227802801605	http://www.wikidata.org/entity/Q28327
http://www.wikidata.org/entity/Q460919	0439752610809	http://www.wikidata.org/entity/Q10660317
http://www.wikidata.org/entity/Q490785	037063714405	http://www.wikidata.org/entity/Q10605365
http://www.wikidata.org/entity/Q520223	0388849444310	http://www.wikidata.org/entity/Q54337
http://www.wikidata.org/entity/Q714508	0110600080618	http://www.wikidata.org/entity/Q654268
http://www.wikidata.org/entity/Q724410	0279360042003	http://www.wikidata.org/entity/Q10520535
http://www.wikidata.org/entity/Q897282	0502490570219	http://www.wikidata.org/entity/Q10670076
http://www.wikidata.org/entity/Q918261	0584659199514	http://www.wikidata.org/entity/Q10467695
http://www.wikidata.org/entity/Q1040479	0954072997110	http://www.wikidata.org/entity/Q10466522
http://www.wikidata.org/entity/Q1593545	0448155122323	
http://www.wikidata.org/entity/Q1780585	0937012299307	http://www.wikidata.org/entity/Q54755
http://www.wikidata.org/entity/Q2990882	0824721092613	http://www.wikidata.org/entity/Q10669803
http://www.wikidata.org/entity/Q3055916	0973474532717	http://www.wikidata.org/entity/Q188022
http://www.wikidata.org/entity/Q3141607	0581480697617	http://www.wikidata.org/entity/Q25286
http://www.wikidata.org/entity/Q3297193	0977281927618	http://www.wikidata.org/entity/Q493815
http://www.wikidata.org/entity/Q3358804	0251564185908	
http://www.wikidata.org/entity/Q3359406	0936723349517	http://www.wikidata.org/entity/Q10716051
http://www.wikidata.org/entity/Q3369160	0135730306412	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q3373032	0203334943718	
http://www.wikidata.org/entity/Q3373324	0136310791918	http://www.wikidata.org/entity/Q2211
http://www.wikidata.org/entity/Q3373340	0482927154110	
http://www.wikidata.org/entity/Q3373659	0468775142013	http://www.wikidata.org/entity/Q25579
http://www.wikidata.org/entity/Q3374576	0964379974219	
http://www.wikidata.org/entity/Q3374751	0537400268911	http://www.wikidata.org/entity/Q54758
http://www.wikidata.org/entity/Q3544279	0607691439013	http://www.wikidata.org/entity/Q10519481
http://www.wikidata.org/entity/Q3562306	0646954957610	http://www.wikidata.org/entity/Q10509653
http://www.wikidata.org/entity/Q4118653	0895706637124	http://www.wikidata.org/entity/Q38811
http://www.wikidata.org/entity/Q4411204	0739152363302	http://www.wikidata.org/entity/Q2551945
http://www.wikidata.org/entity/Q4559562	0630824497414	http://www.wikidata.org/entity/Q8684
http://www.wikidata.org/entity/Q4607561	0798417016112	http://www.wikidata.org/entity/Q10541120
http://www.wikidata.org/entity/Q4730772	0970500642209	http://www.wikidata.org/entity/Q3283889
http://www.wikidata.org/entity/Q4731041	0446541913415	http://www.wikidata.org/entity/Q25789
http://www.wikidata.org/entity/Q4767161	012053331219	http://www.wikidata.org/entity/Q500923
http://www.wikidata.org/entity/Q4767224	0869873635602	
http://www.wikidata.org/entity/Q4767227	08644719105	
http://www.wikidata.org/entity/Q4768600	0181478122414	http://www.wikidata.org/entity/Q10546801
http://www.wikidata.org/entity/Q4769497	0950203660913	
http://www.wikidata.org/entity/Q4891887	0332067570917	http://www.wikidata.org/entity/Q25287
http://www.wikidata.org/entity/Q4919729	0319703582208	http://www.wikidata.org/entity/Q25287
http://www.wikidata.org/entity/Q4919750	0591624095901	
http://www.wikidata.org/entity/Q4959099	0137934715906	http://www.wikidata.org/entity/Q10570835
http://www.wikidata.org/entity/Q4959140	0810983113102	http://www.wikidata.org/entity/Q54356
http://www.wikidata.org/entity/Q4962481	0816308745507	
http://www.wikidata.org/entity/Q4963441	0150664940102	
http://www.wikidata.org/entity/Q4971402	0144891150008	
http://www.wikidata.org/entity/Q4973156	0161018662505	http://www.wikidata.org/entity/Q10484135
http://www.wikidata.org/entity/Q4978577	0120834418997	http://www.wikidata.org/entity/Q10706287
http://www.wikidata.org/entity/Q5563089	0782242286018	http://www.wikidata.org/entity/Q10602807
http://www.wikidata.org/entity/Q5563599	0314386385815	http://www.wikidata.org/entity/Q10716099
http://www.wikidata.org/entity/Q5711551	0284192765516	http://www.wikidata.org/entity/Q10706205
http://www.wikidata.org/entity/Q5716673	0157062733618	http://www.wikidata.org/entity/Q10562522
http://www.wikidata.org/entity/Q5785982	0477013214601	http://www.wikidata.org/entity/Q10540465
http://www.wikidata.org/entity/Q5945618	0618583795602	
http://www.wikidata.org/entity/Q5966830	0911916463828	http://www.wikidata.org/entity/Q10725763
http://www.wikidata.org/entity/Q6017415	0997350894105	http://www.wikidata.org/entity/Q10496654
http://www.wikidata.org/entity/Q18202362	0572788110724	http://www.wikidata.org/entity/Q10602670
http://www.wikidata.org/entity/Q66493422	0875693083423	http://www.wikidata.org/entity/Q19978722
http://www.wikidata.org/entity/Q71055616	0880018341619	http://www.wikidata.org/entity/Q10671306
http://www.wikidata.org/entity/Q71137014	0430865615328	http://www.wikidata.org/entity/Q10498247
http://www.wikidata.org/entity/Q71143822	0194021108712	http://www.wikidata.org/entity/Q113679
http://www.wikidata.org/entity/Q71453214	0285527517421	http://www.wikidata.org/entity/Q10433385
http://www.wikidata.org/entity/Q72922068	0497217816024	http://www.wikidata.org/entity/Q10423528
http://www.wikidata.org/entity/Q74566289	0594680769027	http://www.wikidata.org/entity/Q10727452
http://www.wikidata.org/entity/Q96323475	0184153884114	http://www.wikidata.org/entity/Q10718416
http://www.wikidata.org/entity/Q96323621	0119851690521	http://www.wikidata.org/entity/Q10707908
http://www.wikidata.org/entity/Q96323985	0645111757928	http://www.wikidata.org/entity/Q2604885
http://www.wikidata.org/entity/Q96324202	0873650166625	
http://www.wikidata.org/entity/Q97772216	0424684306815	
http://www.wikidata.org/entity/Q97850978	0999542677318	
http://www.wikidata.org/entity/Q97971237	0361346660811	
http://www.wikidata.org/entity/Q98271395	0134750372407	
http://www.wikidata.org/entity/Q98937482	090502404202	http://www.wikidata.org/entity/Q10567892
http://www.wikidata.org/entity/Q98937885	0532039045616	
http://www.wikidata.org/entity/Q99419541	0919509837117	
http://www.wikidata.org/entity/Q99527006	083953568015	http://www.wikidata.org/entity/Q10562793
http://www.wikidata.org/entity/Q100309603	0514669448526	http://www.wikidata.org/entity/Q18334316
http://www.wikidata.org/entity/Q107419934	0823220795415	
http://www.wikidata.org/entity/Q107485113	025211285108	
http://www.wikidata.org/entity/Q108765984	0576619284416	
http://www.wikidata.org/entity/Q110635584	023732429721	http://www.wikidata.org/entity/Q10661257
http://www.wikidata.org/entity/Q110642946	0803790353229	http://www.wikidata.org/entity/Q36704
http://www.wikidata.org/entity/Q110793999	0671571847522	http://www.wikidata.org/entity/Q10512441
http://www.wikidata.org/entity/Q113847323	0448973586529	http://www.wikidata.org/entity/Q10723793
http://www.wikidata.org/entity/Q114031215	0386912710815	http://www.wikidata.org/entity/Q10436974
http://www.wikidata.org/entity/Q114031228	0345062474310	http://www.wikidata.org/entity/Q10624541
http://www.wikidata.org/entity/Q114031233	0121015874810	http://www.wikidata.org/entity/Q10424149
http://www.wikidata.org/entity/Q114031273	0442073683012	http://www.wikidata.org/entity/Q10728626
http://www.wikidata.org/entity/Q114772305	0387230530213	
http://www.wikidata.org/entity/Q114772436	0723133822026	
http://www.wikidata.org/entity/Q114772470	074310796828	
http://www.wikidata.org/entity/Q701382	0544137999406	
http://www.wikidata.org/entity/Q719015	0483316376813	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q944795	0739780276601	http://www.wikidata.org/entity/Q10512982
http://www.wikidata.org/entity/Q946818	0980725315516	http://www.wikidata.org/entity/Q10707908
http://www.wikidata.org/entity/Q964124	0925968558417	http://www.wikidata.org/entity/Q10656780
http://www.wikidata.org/entity/Q980319	0650522511709	http://www.wikidata.org/entity/Q2211
http://www.wikidata.org/entity/Q1346478	0160374603998	http://www.wikidata.org/entity/Q3427889
http://www.wikidata.org/entity/Q1681740	0940980416614	http://www.wikidata.org/entity/Q10540465
http://www.wikidata.org/entity/Q1780398	0222691314314	http://www.wikidata.org/entity/Q10570835
http://www.wikidata.org/entity/Q3296958	0888126424314	http://www.wikidata.org/entity/Q25287
http://www.wikidata.org/entity/Q3358763	0975579292417	
http://www.wikidata.org/entity/Q3359013	0910241260018	http://www.wikidata.org/entity/Q25411
http://www.wikidata.org/entity/Q3369258	011731125914	http://www.wikidata.org/entity/Q492575
http://www.wikidata.org/entity/Q3374619	0767503635911	
http://www.wikidata.org/entity/Q3375042	0878075468027	http://www.wikidata.org/entity/Q2211
http://www.wikidata.org/entity/Q3672886	078822921217	http://www.wikidata.org/entity/Q159835
http://www.wikidata.org/entity/Q3675519	0545353563812	http://www.wikidata.org/entity/Q348972
http://www.wikidata.org/entity/Q4609816	0781357446917	http://www.wikidata.org/entity/Q737196
http://www.wikidata.org/entity/Q4721670	0667054859301	http://www.wikidata.org/entity/Q21168
http://www.wikidata.org/entity/Q4742133	0577400273410	http://www.wikidata.org/entity/Q1530
http://www.wikidata.org/entity/Q4753726	0546982180011	
http://www.wikidata.org/entity/Q4753774	082878762718	http://www.wikidata.org/entity/Q10671306
http://www.wikidata.org/entity/Q4753804	0843345349823	http://www.wikidata.org/entity/Q10669747
http://www.wikidata.org/entity/Q4768084	0730984957305	
http://www.wikidata.org/entity/Q4768957	0577039541710	http://www.wikidata.org/entity/Q25287
http://www.wikidata.org/entity/Q4769498	0962841101917	http://www.wikidata.org/entity/Q2420672
http://www.wikidata.org/entity/Q4916298	0362924695201	
http://www.wikidata.org/entity/Q4936650	03856618629	
http://www.wikidata.org/entity/Q4939801	0668927708809	http://www.wikidata.org/entity/Q26515
http://www.wikidata.org/entity/Q4940950	0304498908019	http://www.wikidata.org/entity/Q10408386
http://www.wikidata.org/entity/Q4941436	057390531612	
http://www.wikidata.org/entity/Q4941476	0758610200105	
http://www.wikidata.org/entity/Q4941553	0139948283718	http://www.wikidata.org/entity/Q2253528
http://www.wikidata.org/entity/Q4941985	0236597884217	http://www.wikidata.org/entity/Q10541955
http://www.wikidata.org/entity/Q4942028	0810673119603	
http://www.wikidata.org/entity/Q4943258	0504312377900	http://www.wikidata.org/entity/Q10562793
http://www.wikidata.org/entity/Q4947887	0514503951114	
http://www.wikidata.org/entity/Q4948276	0200426688007	
http://www.wikidata.org/entity/Q4949319	0994460509110	http://www.wikidata.org/entity/Q10527412
http://www.wikidata.org/entity/Q4949860	019623784404	
http://www.wikidata.org/entity/Q4950339	0401344912307	http://www.wikidata.org/entity/Q10709189
http://www.wikidata.org/entity/Q4950718	0461756329828	http://www.wikidata.org/entity/Q2167
http://www.wikidata.org/entity/Q4951904	0761548559113	
http://www.wikidata.org/entity/Q4951911	0367418588113	http://www.wikidata.org/entity/Q27447
http://www.wikidata.org/entity/Q4953463	0505783078517	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q4954776	0477654100492	http://www.wikidata.org/entity/Q10673304
http://www.wikidata.org/entity/Q4955985	0634917636517	http://www.wikidata.org/entity/Q25413
http://www.wikidata.org/entity/Q4956391	0640774576009	
http://www.wikidata.org/entity/Q4957073	0123939426106	
http://www.wikidata.org/entity/Q4958080	0725043815911	http://www.wikidata.org/entity/Q10657092
http://www.wikidata.org/entity/Q4962783	0977023188809	
http://www.wikidata.org/entity/Q4962937	0558392779801	
http://www.wikidata.org/entity/Q4963034	0962854674801	http://www.wikidata.org/entity/Q10550317
http://www.wikidata.org/entity/Q4963176	0665721749890	http://www.wikidata.org/entity/Q10498070
http://www.wikidata.org/entity/Q4963957	0512424416400	
http://www.wikidata.org/entity/Q4971355	0823175828602	
http://www.wikidata.org/entity/Q4971571	0741187745315	
http://www.wikidata.org/entity/Q4972478	0903751303011	
http://www.wikidata.org/entity/Q4972780	041436203711	
http://www.wikidata.org/entity/Q4974444	0872218435908	
http://www.wikidata.org/entity/Q4975009	0931369291903	http://www.wikidata.org/entity/Q10526468
http://www.wikidata.org/entity/Q4975354	0751528529603	
http://www.wikidata.org/entity/Q4979909	0823142696709	
http://www.wikidata.org/entity/Q4981100	0599498861600	
http://www.wikidata.org/entity/Q4981700	0229350341619	http://www.wikidata.org/entity/Q10568448
http://www.wikidata.org/entity/Q4981914	0483837558914	http://www.wikidata.org/entity/Q25413
http://www.wikidata.org/entity/Q4981918	0753292035001	
http://www.wikidata.org/entity/Q4982361	0911990886006	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q4988425	0978492597607	http://www.wikidata.org/entity/Q1574389
http://www.wikidata.org/entity/Q4989123	089246126523	http://www.wikidata.org/entity/Q746839
http://www.wikidata.org/entity/Q4989135	0285612919302	
http://www.wikidata.org/entity/Q4990062	0378961686325	http://www.wikidata.org/entity/Q10707990
http://www.wikidata.org/entity/Q4990657	0834800011503	
http://www.wikidata.org/entity/Q4990768	0746654685605	http://www.wikidata.org/entity/Q611013
http://www.wikidata.org/entity/Q4990848	0470861746302	
http://www.wikidata.org/entity/Q4990909	0163254848207	http://www.wikidata.org/entity/Q28504108
http://www.wikidata.org/entity/Q4991114	0567842515701	
http://www.wikidata.org/entity/Q5125015	0267143098400	http://www.wikidata.org/entity/Q10697668
http://www.wikidata.org/entity/Q5542465	072019517020	
http://www.wikidata.org/entity/Q5544137	0539819850007	http://www.wikidata.org/entity/Q10717828
http://www.wikidata.org/entity/Q5554160	0627128694500	
http://www.wikidata.org/entity/Q5556206	069787178810	
http://www.wikidata.org/entity/Q5557125	0916272051100	http://www.wikidata.org/entity/Q54758
http://www.wikidata.org/entity/Q5560319	0431699774518	http://www.wikidata.org/entity/Q796
http://www.wikidata.org/entity/Q5563650	0970400972210	
http://www.wikidata.org/entity/Q5570168	0721657655513	
http://www.wikidata.org/entity/Q5571469	0493166969401	http://www.wikidata.org/entity/Q10523908
http://www.wikidata.org/entity/Q5577493	021208424208	http://www.wikidata.org/entity/Q10498247
http://www.wikidata.org/entity/Q5577761	0653132951201	http://www.wikidata.org/entity/Q10602808
http://www.wikidata.org/entity/Q5591718	0792716417210	http://www.wikidata.org/entity/Q27447
http://www.wikidata.org/entity/Q5602080	0409551181119	
http://www.wikidata.org/entity/Q5603158	0270681733602	
http://www.wikidata.org/entity/Q5603264	0208480761018	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q5604679	0973815455017	
http://www.wikidata.org/entity/Q5616881	0244345953026	http://www.wikidata.org/entity/Q25411
http://www.wikidata.org/entity/Q5627932	0444624665304	
http://www.wikidata.org/entity/Q5628983	0548089226618	http://www.wikidata.org/entity/Q10728279
http://www.wikidata.org/entity/Q5716172	0191316991613	
http://www.wikidata.org/entity/Q5718105	0336578482300	http://www.wikidata.org/entity/Q10419791
http://www.wikidata.org/entity/Q5765967	0281408160607	http://www.wikidata.org/entity/Q10519255
http://www.wikidata.org/entity/Q297850	0262017901513	http://www.wikidata.org/entity/Q10684655
http://www.wikidata.org/entity/Q308217	083921164513	http://www.wikidata.org/entity/Q1045
http://www.wikidata.org/entity/Q320842	0138450838510	http://www.wikidata.org/entity/Q54337
http://www.wikidata.org/entity/Q352831	0122743258808	http://www.wikidata.org/entity/Q10711952
http://www.wikidata.org/entity/Q378195	0409540163215	http://www.wikidata.org/entity/Q25287
http://www.wikidata.org/entity/Q447542	0331967573912	http://www.wikidata.org/entity/Q2238302
http://www.wikidata.org/entity/Q455820	018160186302	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q470630	0447198048312	http://www.wikidata.org/entity/Q10687878
http://www.wikidata.org/entity/Q491206	0840215353615	http://www.wikidata.org/entity/Q10604764
http://www.wikidata.org/entity/Q513301	0868286862422	http://www.wikidata.org/entity/Q174126
http://www.wikidata.org/entity/Q517921	0679667648714	
http://www.wikidata.org/entity/Q772089	0618560932311	http://www.wikidata.org/entity/Q503746
http://www.wikidata.org/entity/Q1663473	0575413157004	http://www.wikidata.org/entity/Q10612943
http://www.wikidata.org/entity/Q2156636	019625586527	http://www.wikidata.org/entity/Q10526998
http://www.wikidata.org/entity/Q2941786	064601872511	http://www.wikidata.org/entity/Q110817631
http://www.wikidata.org/entity/Q3357513	0627371646324	http://www.wikidata.org/entity/Q10495152
http://www.wikidata.org/entity/Q3358771	0447461551212	
http://www.wikidata.org/entity/Q3363842	0165360915617	
http://www.wikidata.org/entity/Q3370194	0714307225418	http://www.wikidata.org/entity/Q1981372
http://www.wikidata.org/entity/Q3372917	014744660015	http://www.wikidata.org/entity/Q10673304
http://www.wikidata.org/entity/Q3373040	0924947945722	http://www.wikidata.org/entity/Q3616
http://www.wikidata.org/entity/Q3374499	0875221317013	http://www.wikidata.org/entity/Q10531676
http://www.wikidata.org/entity/Q3374622	048970816012	
http://www.wikidata.org/entity/Q3375050	0744993950910	http://www.wikidata.org/entity/Q10712701
http://www.wikidata.org/entity/Q3375059	0909948830718	http://www.wikidata.org/entity/Q26040
http://www.wikidata.org/entity/Q3375074	087735695612	http://www.wikidata.org/entity/Q54352
http://www.wikidata.org/entity/Q3375500	0641996868011	http://www.wikidata.org/entity/Q25415
http://www.wikidata.org/entity/Q3431836	0853395328224	http://www.wikidata.org/entity/Q10542836
http://www.wikidata.org/entity/Q3495183	0708565346310	http://www.wikidata.org/entity/Q10715638
http://www.wikidata.org/entity/Q3845415	0573136138218	
http://www.wikidata.org/entity/Q4349165	0972254695405	
http://www.wikidata.org/entity/Q4355921	0662364517619	http://www.wikidata.org/entity/Q298
http://www.wikidata.org/entity/Q4355921	0662364517619	http://www.wikidata.org/entity/Q2887
http://www.wikidata.org/entity/Q4356431	0541320528015	http://www.wikidata.org/entity/Q683512
http://www.wikidata.org/entity/Q4563305	0612916684825	http://www.wikidata.org/entity/Q10546395
http://www.wikidata.org/entity/Q4767537	0476336341120	http://www.wikidata.org/entity/Q10717704
http://www.wikidata.org/entity/Q4768958	0883392691612	
http://www.wikidata.org/entity/Q4787806	0922497728524	http://www.wikidata.org/entity/Q18125
http://www.wikidata.org/entity/Q4916289	061124537800	http://www.wikidata.org/entity/Q10438280
http://www.wikidata.org/entity/Q4933925	0456070504608	
http://www.wikidata.org/entity/Q4934607	0501397157002	http://www.wikidata.org/entity/Q10700368
http://www.wikidata.org/entity/Q4936116	0796071663617	http://www.wikidata.org/entity/Q10727134
http://www.wikidata.org/entity/Q4937942	0348584595917	
http://www.wikidata.org/entity/Q4938296	0602796111612	
http://www.wikidata.org/entity/Q4941081	0510160730305	
http://www.wikidata.org/entity/Q4944305	0820673454606	http://www.wikidata.org/entity/Q3438599
http://www.wikidata.org/entity/Q4946536	0173299755202	http://www.wikidata.org/entity/Q1001905
http://www.wikidata.org/entity/Q4948766	0271495844814	
http://www.wikidata.org/entity/Q4949277	0567603564903	
http://www.wikidata.org/entity/Q4949502	064711971110	http://www.wikidata.org/entity/Q28327
http://www.wikidata.org/entity/Q4953633	0788526088220	
http://www.wikidata.org/entity/Q4954312	0166402877505	http://www.wikidata.org/entity/Q109010
http://www.wikidata.org/entity/Q4955378	017025148404	http://www.wikidata.org/entity/Q10512805
http://www.wikidata.org/entity/Q4957018	0123485846301	
http://www.wikidata.org/entity/Q4957570	0144048894712	http://www.wikidata.org/entity/Q10543677
http://www.wikidata.org/entity/Q4958180	0520793981601	
http://www.wikidata.org/entity/Q4962191	0172220256016	http://www.wikidata.org/entity/Q18291509
http://www.wikidata.org/entity/Q4967270	0658094895604	http://www.wikidata.org/entity/Q26515
http://www.wikidata.org/entity/Q4969993	0229037492514	
http://www.wikidata.org/entity/Q4970650	013162757105	http://www.wikidata.org/entity/Q54339
http://www.wikidata.org/entity/Q4972727	0479355987014	
http://www.wikidata.org/entity/Q4975004	0478371872009	http://www.wikidata.org/entity/Q54732
http://www.wikidata.org/entity/Q4981396	0801311569314	http://www.wikidata.org/entity/Q5511485
http://www.wikidata.org/entity/Q4981717	0666958447826	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q4987958	0836001490919	http://www.wikidata.org/entity/Q22988682
http://www.wikidata.org/entity/Q4994151	079095006519	http://www.wikidata.org/entity/Q995431
http://www.wikidata.org/entity/Q5109199	0731442709013	http://www.wikidata.org/entity/Q26937
http://www.wikidata.org/entity/Q5544172	0594584559201	
http://www.wikidata.org/entity/Q5575977	0658668232410	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q5778494	0794602231002	http://www.wikidata.org/entity/Q10605365
http://www.wikidata.org/entity/Q5891526	088849148003	http://www.wikidata.org/entity/Q10572515
http://www.wikidata.org/entity/Q5917980	0627722735100	
http://www.wikidata.org/entity/Q6212174	069436402021	http://www.wikidata.org/entity/Q10512443
http://www.wikidata.org/entity/Q97971265	0689455922419	
http://www.wikidata.org/entity/Q97971273	0800081986104	
http://www.wikidata.org/entity/Q98271301	0957300271615	http://www.wikidata.org/entity/Q10602799
http://www.wikidata.org/entity/Q98271441	0650047409402	
http://www.wikidata.org/entity/Q98271474	032385464701	http://www.wikidata.org/entity/Q514770
http://www.wikidata.org/entity/Q98545439	0161972600410	http://www.wikidata.org/entity/Q10430095
http://www.wikidata.org/entity/Q99363899	0541785328823	
http://www.wikidata.org/entity/Q99373629	0148397245014	
http://www.wikidata.org/entity/Q99541757	0947572086414	http://www.wikidata.org/entity/Q10534927
http://www.wikidata.org/entity/Q99909932	0637784834317	
http://www.wikidata.org/entity/Q104214592	0360160202728	http://www.wikidata.org/entity/Q10487740
http://www.wikidata.org/entity/Q104215746	0279385965920	
http://www.wikidata.org/entity/Q104215872	019331401512	
http://www.wikidata.org/entity/Q105371172	0584506101017	http://www.wikidata.org/entity/Q10706545
http://www.wikidata.org/entity/Q108420017	0770363683317	
http://www.wikidata.org/entity/Q108525852	0521260619925	http://www.wikidata.org/entity/Q10657850
http://www.wikidata.org/entity/Q110656367	099099202224	http://www.wikidata.org/entity/Q2167
http://www.wikidata.org/entity/Q114031213	0802091197024	http://www.wikidata.org/entity/Q19978722
http://www.wikidata.org/entity/Q114031217	0663851410627	http://www.wikidata.org/entity/Q11055815
http://www.wikidata.org/entity/Q114031218	0604604418610	http://www.wikidata.org/entity/Q10601936
http://www.wikidata.org/entity/Q114031224	071293048118	http://www.wikidata.org/entity/Q10435003
http://www.wikidata.org/entity/Q114031225	0764422217512	http://www.wikidata.org/entity/Q10422362
http://www.wikidata.org/entity/Q114031231	0111697351426	http://www.wikidata.org/entity/Q10561698
http://www.wikidata.org/entity/Q114031236	0926477102420	http://www.wikidata.org/entity/Q10717761
http://www.wikidata.org/entity/Q114031271	0591020192311	http://www.wikidata.org/entity/Q10671277
http://www.wikidata.org/entity/Q114198430	0372414474424	http://www.wikidata.org/entity/Q10550065
http://www.wikidata.org/entity/Q114239981	0476362590123	
http://www.wikidata.org/entity/Q5708107	0846171262302	http://www.wikidata.org/entity/Q10700532
http://www.wikidata.org/entity/Q5713152	0839411947603	http://www.wikidata.org/entity/Q10670176
http://www.wikidata.org/entity/Q5714937	0413600182607	http://www.wikidata.org/entity/Q10570636
http://www.wikidata.org/entity/Q5720346	092274509611	http://www.wikidata.org/entity/Q10717966
http://www.wikidata.org/entity/Q5735572	0668587997616	http://www.wikidata.org/entity/Q739
http://www.wikidata.org/entity/Q5776889	0750727320521	
http://www.wikidata.org/entity/Q5777750	0782713019602	http://www.wikidata.org/entity/Q10613434
